"osm_id","linestrings"
724335184,"LINESTRING(24.0374774 35.5077039996902,24.037469 35.5075922996902,24.0374637 35.5074131996902,24.037469 35.5072996996902,24.0374831 35.5072319996902,24.0374972 35.5072194996902,24.0375274 35.5071735996902,24.0375723 35.5070365996902,24.0376061 35.5069105996902)"
168437028,"LINESTRING(24.0378912 35.5073783996902,24.037998 35.5070290996902)"
261539479,"LINESTRING(24.0382543 35.5076939996903,24.0379035 35.5076893996902,24.037629 35.5076947996903,24.0374774 35.5077039996902,24.0366168 35.5077478996903)"
27519263,"LINESTRING(24.0486089 35.4913605996889,24.0487547 35.4916674996889,24.0487809 35.4917432996889,24.0487895 35.4918258996889,24.0487725 35.4919166996889,24.0487517 35.4920004996889,24.0484454 35.492715099689,24.0481148 35.4933758996891,24.0479457 35.4937743996891,24.0477542 35.4941655996891,24.0476509 35.4942988996891,24.0475917 35.4943677996891,24.0474409 35.4945481996891,24.0470509 35.4950862996892,24.0469667 35.4952331996892,24.0469168 35.4953880996892,24.0469098 35.4957531996892,24.0468824 35.4962925996893,24.0468277 35.4965499996893,24.0467591 35.4967752996893,24.0466739 35.4969791996893,24.0465627 35.4971985996894,24.046498 35.4972941996894,24.046414 35.4973968996894,24.0461889 35.4976538996894,24.046118 35.4977234996894,24.0456458 35.4981814996895,24.0455675 35.4982534996895,24.0450475 35.4986364996895,24.0449207 35.4987298996895,24.0445149 35.4990322996895,24.0444409 35.4990958996895,24.0443982 35.4991325996895,24.0443734 35.4991610996895,24.0442984 35.4992469996895,24.0441757 35.4994076996895,24.0438517 35.4998321996896,24.0437468 35.4999696996896,24.043571 35.5001973996896,24.0434817 35.5002873996896,24.0434445 35.5003249996896,24.0432623 35.5004839996896,24.0426695 35.5008748996897,24.0426367 35.5008965996897,24.0424997 35.5009847996897,24.0424168 35.5010266996897,24.0423523 35.5010592996897,24.0419463 35.5012646996897,24.0415711 35.5014671996897,24.0414216 35.5015707996897,24.0412717 35.5017193996897,24.0411165 35.5019079996898,24.0407458 35.5024892996898,24.0406013 35.5026426996898,24.0404513 35.5027501996898,24.0398558 35.5030514996899,24.0397027 35.5030956996899,24.0392325 35.5031762996899,24.0390265 35.5032124996899,24.0380734 35.5034623996899,24.0378187 35.5035055996899,24.037508 35.5035346996899,24.0370038 35.5035614996899,24.0365566 35.5036144996899,24.0357737 35.5037388996899,24.0346865 35.5039327996899,24.0344997 35.5039699996899,24.0343347 35.5040097996899,24.0341721 35.5040658996899,24.0335705 35.50430579969)"
168437083,"LINESTRING(24.0410067 35.5057461996901,24.0410083 35.5054260996901,24.0408964 35.5054292996901,24.0402587 35.5054477996901,24.0400877 35.5054512996901,24.038184 35.5057911996901,24.0371972 35.5059553996901,24.0365576 35.5060657996901,24.0365442 35.5060696996901,24.0365387 35.5060751996901,24.0365352 35.5060824996901,24.036535 35.5060885996901)"
27740789,"LINESTRING(24.0382543 35.5076939996903,24.0382479 35.5073954996902,24.0382479 35.5070371996902,24.0382287 35.5067182996902,24.0382245 35.5065311996902,24.0382117 35.5064583996902,24.0382138 35.5060614996901,24.038184 35.5057911996901)"
27519296,"LINESTRING(24.0342999 35.5073412996902,24.0343212 35.5072702996902,24.0343414 35.5072286996902,24.0343723 35.5071931996902,24.0344063 35.5071619996902,24.0346128 35.5071203996902,24.0350859 35.5070441996902,24.0357806 35.5070114996902,24.0360166 35.5069470996902,24.0360403 35.5069090996902,24.0361024 35.5068695996902,24.036181 35.5068307996902,24.0362587 35.5068235996902,24.0365916 35.5068203996902,24.0373096 35.5067896996902,24.0373859 35.5067930996902,24.0374459 35.5068031996902,24.0375186 35.5068444996902,24.0376061 35.5069105996902,24.037689 35.5069568996902,24.0377774 35.5069853996902,24.037998 35.5070290996902,24.0382479 35.5070371996902,24.0391283 35.5070061996902,24.0396413 35.5069978996902,24.040147 35.5069736996902,24.0410533 35.5069531996902,24.0412239 35.5069456996902,24.0416346 35.5069270996902,24.0420757 35.5069071996902)"
168437015,"LINESTRING(24.0382287 35.5067182996902,24.0396305 35.5066828996902,24.0401317 35.5066563996902)"
27740786,"LINESTRING(24.0391489 35.5077196996903,24.039128 35.5073629996902,24.0391283 35.5070061996902)"
168437033,"LINESTRING(24.0382479 35.5073954996902,24.039128 35.5073629996902,24.0401427 35.5073062996902)"
27740859,"LINESTRING(24.0382138 35.5060614996901,24.0400979 35.5059645996901,24.041014 35.5059548996901,24.0410373 35.5064051996902,24.0410533 35.5069531996902)"
168437031,"LINESTRING(24.0396413 35.5069978996902,24.0396305 35.5066828996902,24.0396274 35.5064615996901)"
27519314,"LINESTRING(24.0400877 35.5054512996901,24.0400979 35.5059645996901,24.0401285 35.5064535996901,24.0401317 35.5066563996902,24.040147 35.5069736996902,24.0401427 35.5073062996902,24.0401472 35.5076660996903)"
27740819,"LINESTRING(24.0382245 35.5065311996902,24.0396274 35.5064615996901,24.0401285 35.5064535996901,24.0410373 35.5064051996902,24.0420535 35.5063676996901,24.042907 35.5063226996901,24.042924 35.5063318996901,24.0429316 35.5063430996901,24.0429218 35.5068737996902)"
294960585,"LINESTRING(24.0421148 35.5075561996902,24.041866 35.5075565996902,24.0416671 35.5075497996902,24.0412499 35.5075732996902,24.0403829 35.5076561996902,24.0401472 35.5076660996903,24.0396404 35.5076961996903,24.0391489 35.5077196996903,24.0390723 35.5077237996902,24.0386467 35.5077338996903,24.0384125 35.5077329996902,24.0382543 35.5076939996903)"
425640111,"LINESTRING(24.0035651 35.5090374996904,24.0037906 35.5086732996903,24.003921 35.5084196996903,24.0036931 35.5083377996903)"
425640112,"LINESTRING(24.0040725 35.5092032996904,24.0038475 35.5091297996904,24.0035651 35.5090374996904,24.0033322 35.5089613996903,24.0029731 35.5088440996903)"
962967592,"LINESTRING(24.003921 35.5084196996903,24.0039789 35.5083068996903)"
106105505,"LINESTRING(24.0038172 35.5070492996902,24.0037479 35.5080714996903,24.0037306 35.5082082996903,24.0036931 35.5083377996903,24.0036569 35.5083888996903,24.0035909 35.5084599996903,24.0034834 35.5085639996903,24.003311 35.5086817996903,24.0030875 35.5087891996903,24.0029731 35.5088440996903,24.0029373 35.5088669996903,24.0028515 35.5089787996904,24.0028 35.5091044996904,24.0026931 35.5094651996904,24.0026197 35.5098031996904,24.0025962 35.5099403996904,24.0025477 35.5100689996905,24.0020848 35.5109507996905,24.0018842 35.5115308996906,24.0018125 35.5117652996906,24.001774 35.5119283996906,24.001779 35.5119470996906,24.0017946 35.5119657996906,24.0018038 35.5119738996906,24.0018186 35.5119870996906)"
425640108,"LINESTRING(24.0033322 35.5089613996903,24.0030523 35.5095705996904,24.0030163 35.5096431996904,24.0029296 35.5098353996904,24.0028137 35.5101182996904)"
819984045,"LINESTRING(24.003323 35.5103152996905,24.0038475 35.5091297996904)"
23134325,"LINESTRING(24.0028137 35.5101182996904,24.0028122 35.5101604996904,24.0028291 35.5102013996905,24.0029375 35.5102473996905,24.003323 35.5103152996905,24.0035548 35.5103467996905)"
22877275,"LINESTRING(24.0050254 35.5068879996902,24.004833 35.5076992996902,24.0047827 35.5078748996903,24.0047054 35.5081123996903,24.0046283 35.5082831996903,24.0041161 35.5091355996904,24.0040725 35.5092032996904,24.0035548 35.5103467996905,24.0035484 35.5103608996905,24.0032806 35.5111446996905,24.0032672 35.5111943996906,24.0030199 35.5121176996906)"
26725021,"LINESTRING(24.003824 35.5104684996905,24.0042248 35.5097961996904,24.0044098 35.5095044996904,24.0045352 35.5093108996904,24.0046804 35.5091349996904,24.0047888 35.5089680996904,24.0049317 35.5087338996903,24.0050812 35.5084885996903)"
425640117,"LINESTRING(24.0054308 35.5096813996904,24.0050071 35.5093326996904,24.004885 35.5092321996904,24.0046804 35.5091349996904)"
23134322,"LINESTRING(24.0035484 35.5103608996905,24.003824 35.5104684996905,24.0040369 35.5105848996905,24.0040587 35.5106230996905)"
819994473,"LINESTRING(24.0020848 35.5109507996905,24.0025662 35.5110513996905)"
640064868,"LINESTRING(24.0018186 35.5119870996906,24.0023806 35.5120404996906)"
819981158,"LINESTRING(24.0029375 35.5102473996905,24.002667 35.5110714996905,24.0023806 35.5120404996906)"
819986378,"LINESTRING(24.002667 35.5110714996905,24.0032672 35.5111943996906,24.0038495 35.5113160996906)"
23134319,"LINESTRING(24.0041533 35.5122535996906,24.0042067 35.5118982996906,24.0042411 35.5117240996906,24.0043174 35.5115547996906,24.0044175 35.5113047996905,24.0046284 35.5108720996905,24.0050774 35.5102058996905)"
819977965,"LINESTRING(24.0040587 35.5106230996905,24.0040602 35.5106609996905,24.0038495 35.5113160996906,24.0035907 35.5121835996906)"
821640953,"LINESTRING(24.0047672 35.5119236996906,24.0049176 35.5116311996906,24.0049865 35.5115041996906,24.005191 35.5110916996905)"
168445637,"LINESTRING(24.0047963 35.5119330996906,24.0047672 35.5119236996906)"
819991147,"LINESTRING(24.0047963 35.5119330996906,24.0050142 35.5119082996906)"
164074038,"LINESTRING(24.0032281 35.5121425996906,24.0031623 35.5125941996907,24.0030953 35.5129444996907,24.0030899 35.5129706996907)"
164074040,"LINESTRING(24.0028545 35.5125617996907,24.0031623 35.5125941996907,24.0040956 35.5126969996907)"
341139276,"LINESTRING(24.0041984 35.5122589996906,24.0040956 35.5126969996907,24.0040514 35.5130014996907)"
95475001,"LINESTRING(24.0046694 35.5123169996907,24.0045573 35.5130377996907)"
425640718,"LINESTRING(24.0056087 35.5079826996903,24.005405 35.5079082996903,24.004833 35.5076992996902)"
164047387,"LINESTRING(24.0050812 35.5084885996903,24.005105 35.5084396996903,24.005316 35.5080674996903,24.005405 35.5079082996903,24.0055229 35.5076981996902,24.0056275 35.5075519996902,24.0058367 35.5073008996902)"
425640109,"LINESTRING(24.0055637 35.5087074996903,24.0058422 35.5082597996903,24.0059475 35.5080904996903)"
819993655,"LINESTRING(24.0059449 35.5088803996903,24.0062519 35.5084484996903,24.0066681 35.5078778996903)"
95471666,"LINESTRING(24.0046283 35.5082831996903,24.0050812 35.5084885996903,24.0054641 35.5086622996903,24.0055637 35.5087074996903,24.0059449 35.5088803996903)"
824307150,"LINESTRING(24.0051319 35.5091403996904,24.0054641 35.5086622996903)"
821173342,"LINESTRING(24.0067897 35.5084590996903,24.0070672 35.5081564996903)"
823625120,"LINESTRING(24.0070672 35.5081564996903,24.0072664 35.5079664996903,24.0074843 35.5080475996903,24.0078567 35.5081855996903)"
821625468,"LINESTRING(24.0098819 35.5101861996905,24.0097212 35.5100629996905,24.0096718 35.5100250996904,24.0095794 35.5099518996904,24.0091795 35.5096260996904,24.0090787 35.5095438996904,24.0087699 35.5092923996904,24.008732 35.5092594996904,24.0086733 35.5092081996904,24.0085584 35.5091128996904,24.0083211 35.5089615996904,24.0081508 35.5088521996903,24.0079658 35.5087337996903,24.0077418 35.5085945996903,24.007571 35.5084835996903,24.0070672 35.5081564996903,24.0066681 35.5078778996903,24.0062478 35.5075855996902,24.0058367 35.5073008996902,24.0056595 35.5071730996902,24.0054986 35.5070697996902,24.0054475 35.5070370996902,24.005391 35.5070070996902,24.0053222 35.5069745996902,24.005235 35.5069439996902,24.0050254 35.5068879996902,24.0046467 35.5067850996902)"
346360261,"LINESTRING(24.0067524 35.5097035996904,24.0071289 35.5091760996904,24.0071962 35.5090890996904,24.0072076 35.5090722996904,24.0072155 35.5090613996904,24.0072234 35.5090409996904,24.0072503 35.5089820996904,24.0072878 35.5089077996903,24.0073307 35.5088422996904,24.007571 35.5084835996903)"
819993653,"LINESTRING(24.0054308 35.5096813996904,24.0059449 35.5088803996903)"
819993652,"LINESTRING(24.0050774 35.5102058996905,24.0051322 35.5101245996905,24.0054308 35.5096813996904)"
306433139,"LINESTRING(24.0052837 35.5111101996905,24.0059194 35.5102952996905,24.0065329 35.5095090996904,24.0067362 35.5092505996904)"
306432902,"LINESTRING(24.0059194 35.5102952996905,24.0064357 35.5106299996905)"
346360260,"LINESTRING(24.0079658 35.5087337996903,24.0077644 35.5090441996904,24.0075333 35.5093947996904,24.0073167 35.5097710996904,24.0072732 35.5098498996904,24.0071795 35.5100680996905)"
819993654,"LINESTRING(24.0059449 35.5088803996903,24.0063088 35.5090540996904,24.0061916 35.5092096996904,24.0065329 35.5095090996904,24.0067524 35.5097035996904,24.0069748 35.5099002996904,24.0071795 35.5100680996905,24.0073934 35.5102339996904,24.0078265 35.5105969996905,24.0080662 35.5107865996905,24.0081677 35.5108747996905,24.0082444 35.5109475996905,24.0085125 35.5111486996905)"
821214482,"LINESTRING(24.0078934 35.5097283996904,24.0073934 35.5102339996904,24.0068122 35.5108533996905)"
23134283,"LINESTRING(24.0083105 35.5099613996904,24.0080733 35.5103690996905,24.0079641 35.5104894996905,24.0078265 35.5105969996905,24.0071468 35.5111359996905)"
823626671,"LINESTRING(24.0081422 35.5075082996902,24.0081182 35.5075451996902,24.0079152 35.5080329996903,24.0078567 35.5081855996903)"
823606953,"LINESTRING(24.0089868 35.5086771996903,24.0085483 35.5083858996903,24.0084974 35.5083696996903)"
346362765,"LINESTRING(24.0085584 35.5091128996904,24.0087484 35.5089173996904,24.0089868 35.5086771996903,24.0092408 35.5084003996903,24.0094104 35.5082155996903,24.0095727 35.5080616996903)"
823599640,"LINESTRING(24.0093557 35.5077404996903,24.009456 35.5078367996903,24.0095251 35.5078902996903,24.0096473 35.5079758996903)"
26725170,"LINESTRING(24.0100672 35.5090438996904,24.010076 35.5089050996904,24.0096504 35.5081790996903,24.0096066 35.5081173996903,24.0095727 35.5080616996903,24.0096473 35.5079758996903)"
346362766,"LINESTRING(24.0087484 35.5089173996904,24.0093302 35.5089722996904,24.0096539 35.5090027996904,24.0099576 35.5090344996904,24.0100672 35.5090438996904)"
417723887,"LINESTRING(24.0096473 35.5079758996903,24.0102312 35.5082789996903,24.0102889 35.5083345996903,24.0103197 35.5083858996903,24.0104313 35.5087474996903,24.0105425 35.5090825996904,24.0105857 35.5093100996904,24.0106138 35.5094241996904,24.0106461 35.5095314996904,24.0106885 35.5096273996904,24.0107719 35.5097432996904,24.0108389 35.5098176996904,24.0109282 35.5098980996904,24.0110019 35.5099750996904)"
259188322,"LINESTRING(24.0078934 35.5097283996904,24.0082432 35.5093541996904,24.008265 35.5093457996904,24.0082919 35.5093485996904,24.0083436 35.5093593996904,24.008419 35.5093169996904,24.008442 35.5092884996904,24.0084552 35.5092582996904,24.0084534 35.5092120996904,24.0085584 35.5091128996904)"
1117735978,"LINESTRING(24.008732 35.5092594996904,24.0083105 35.5099613996904)"
96243149,"LINESTRING(24.0099766 35.5097757996904,24.0100282 35.5093473996904,24.0100672 35.5090438996904)"
1070766681,"LINESTRING(24.0099766 35.5097757996904,24.0100789 35.5098469996904,24.0101257 35.5098686996904,24.0101704 35.5098873996904,24.01022 35.5099040996904,24.0102869 35.5099256996904,24.0102007 35.5099394996904,24.0101459 35.5099282996904,24.0100991 35.5099158996904,24.0100451 35.5098915996904,24.0099249 35.5098180996904)"
1007838114,"LINESTRING(24.0096718 35.5100250996904,24.0097648 35.5099489996904,24.0099249 35.5098180996904,24.0099766 35.5097757996904)"
26976820,"LINESTRING(24.0102007 35.5099394996904,24.00998 35.5101103996905,24.0098819 35.5101861996905)"
168445636,"LINESTRING(24.0056566 35.5113717996906,24.0052837 35.5111101996905,24.005191 35.5110916996905,24.0048691 35.5109616996905,24.0046284 35.5108720996905)"
819991534,"LINESTRING(24.0052858 35.5116703996906,24.0056566 35.5113717996906,24.0057122 35.5113250996906,24.0064357 35.5106299996905)"
819991535,"LINESTRING(24.0050142 35.5119082996906,24.0052858 35.5116703996906)"
168445710,"LINESTRING(24.0063591 35.5113096996906,24.0068122 35.5108533996905)"
819991536,"LINESTRING(24.0064357 35.5106299996905,24.0068122 35.5108533996905,24.0071468 35.5111359996905,24.0072198 35.5111998996905,24.007397 35.5113526996906,24.0075374 35.5114057996906)"
306433587,"LINESTRING(24.0072198 35.5111998996905,24.0062182 35.5125011996907)"
26725065,"LINESTRING(24.0023806 35.5120404996906,24.0030199 35.5121176996906,24.0032281 35.5121425996906,24.0035907 35.5121835996906,24.0041533 35.5122535996906,24.0041984 35.5122589996906,24.0042786 35.5122685996906,24.0046694 35.5123169996907,24.0056875 35.5124347996906,24.0059593 35.5124701996907,24.0062182 35.5125011996907,24.006576 35.5125440996907,24.0078481 35.5126966996907,24.0088244 35.5128137996907,24.0090727 35.5128428996907)"
78010333,"LINESTRING(24.0059593 35.5124701996907,24.006288 35.5127583996907,24.0063052 35.5127734996907)"
819986965,"LINESTRING(24.006576 35.5125440996907,24.006288 35.5127583996907)"
376823551,"LINESTRING(24.0063052 35.5127734996907,24.0059224 35.5130537996907,24.0057496 35.5131889996907,24.0057429 35.5132040996907)"
22877361,"LINESTRING(24.0063052 35.5127734996907,24.0069925 35.5133449996907)"
821137541,"LINESTRING(24.0069925 35.5133449996907,24.0070122 35.5133303996907,24.0074581 35.5130007996907,24.0078481 35.5126966996907,24.0084323 35.5122514996906)"
22868810,"LINESTRING(24.0098819 35.5101861996905,24.0091924 35.5106586996905,24.0085125 35.5111486996905,24.0077705 35.5116832996906,24.007333 35.5119985996906,24.006576 35.5125440996907)"
376879234,"LINESTRING(24.0085125 35.5111486996905,24.0092894 35.5118218996906,24.0096931 35.5121851996906)"
23134265,"LINESTRING(24.0083105 35.5099613996904,24.0085794 35.5101633996905,24.0088261 35.5103620996905,24.0088997 35.5104217996905,24.0091924 35.5106586996905,24.0098346 35.5111819996905,24.0104019 35.5116356996906)"
95475002,"LINESTRING(24.0092894 35.5118218996906,24.0098346 35.5111819996905)"
50337650,"LINESTRING(24.0087298 35.5125206996907,24.0084323 35.5122514996906,24.0077705 35.5116832996906)"
337781739,"LINESTRING(24.0088087 35.5128813996907,24.0088244 35.5128137996907)"
341139278,"LINESTRING(24.0111163 35.5111497996905,24.0104019 35.5116356996906,24.0096931 35.5121851996906,24.0091569 35.5126175996907,24.0091282 35.5126516996907,24.0091095 35.5126970996907,24.0090727 35.5128428996907)"
22877378,"LINESTRING(24.0113837 35.5125065996907,24.0106349 35.5124754996907,24.0100238 35.5124529996907,24.0096931 35.5121851996906)"
22877382,"LINESTRING(24.0104019 35.5116356996906,24.0106544 35.5118227996906,24.0106349 35.5124754996907,24.0105966 35.5130165996907,24.010579 35.5130976996907)"
95474990,"LINESTRING(24.0100238 35.5124529996907,24.0097577 35.5129587996907,24.0096574 35.5132133996907)"
341152485,"LINESTRING(24.0091148 35.5128499996907,24.00903 35.5132058996907,24.0092156 35.5132598996907,24.0091824 35.5133533996907,24.0097718 35.5134455996907,24.0102896 35.5136255996908,24.0105702 35.5137148996908,24.0106667 35.5137132996908,24.010811 35.5137584996908,24.0109094 35.5137422996908)"
50337615,"LINESTRING(24.0112351 35.5083578996903,24.0112108 35.5082999996903,24.011213 35.5080516996903,24.0112281 35.5077474996902,24.0112334 35.5073133996902)"
417723869,"LINESTRING(24.010068 35.5075641996902,24.0110069 35.5084750996903,24.0117089 35.5091675996904)"
95471689,"LINESTRING(24.011213 35.5080516996903,24.011929 35.5080584996903)"
22868523,"LINESTRING(24.0100672 35.5090438996904,24.0105425 35.5090825996904,24.0117089 35.5091675996904)"
95471678,"LINESTRING(24.0128849 35.5082819996903,24.0126126 35.5082828996903,24.0122204 35.5082936996903,24.011487 35.5083309996903,24.0113127 35.5083462996903,24.0112351 35.5083578996903,24.0110069 35.5084750996903,24.0104313 35.5087474996903,24.010076 35.5089050996904)"
95471672,"LINESTRING(24.0126126 35.5082828996903,24.0126111 35.5078889996903)"
821507427,"LINESTRING(24.0128558 35.5100706996905,24.0128782 35.5094718996904,24.0128851 35.5092865996904,24.0128849 35.5082819996903,24.0129094 35.5072734996902,24.0128982 35.5069946996902)"
1070766683,"LINESTRING(24.0113644 35.5099926996904,24.0113842 35.5097552996904,24.0113702 35.5097197996904,24.0113603 35.5096820996904,24.0113674 35.5095722996904,24.0113786 35.5095105996904,24.0113758 35.5094671996904,24.0113477 35.5093996996904)"
823591606,"LINESTRING(24.0117089 35.5091675996904,24.0116953 35.5095998996904,24.0116825 35.5100080996904)"
26976834,"LINESTRING(24.0102869 35.5099256996904,24.0110019 35.5099750996904)"
417723875,"LINESTRING(24.0110019 35.5099750996904,24.0113644 35.5099926996904,24.0116825 35.5100080996904,24.0126533 35.5100598996905,24.0128558 35.5100706996905)"
823561349,"LINESTRING(24.0116825 35.5100080996904,24.0116683 35.5108126996905)"
1070766682,"LINESTRING(24.0113674 35.5095722996904,24.0116953 35.5095998996904,24.0120879 35.5096328996904,24.0121272 35.5096294996904,24.0121693 35.5096203996904,24.0125823 35.5094602996904,24.0126062 35.5094522996904,24.0126371 35.5094522996904,24.0128782 35.5094718996904)"
823582277,"LINESTRING(24.012844 35.5108471996905,24.0128508 35.5104823996905,24.0128558 35.5100706996905)"
95471682,"LINESTRING(24.0134324 35.5083258996903,24.0134738 35.5078126996903)"
95471697,"LINESTRING(24.0146515 35.5084404996903,24.0146742 35.5077854996903)"
95471664,"LINESTRING(24.0134767 35.5083302996903,24.013426 35.5090780996904)"
22868489,"LINESTRING(24.0140747 35.5069620996902,24.014048 35.5074071996902,24.0140359 35.5083858996903,24.0140253 35.5093869996904,24.013985 35.5101320996905)"
95471667,"LINESTRING(24.0157915 35.5076029996902,24.0157752 35.5082714996903)"
823591605,"LINESTRING(24.0117089 35.5091675996904,24.0122092 35.5092191996904,24.0128851 35.5092865996904,24.0133482 35.5093318996904,24.0140253 35.5093869996904,24.0152622 35.5093836996904)"
821507428,"LINESTRING(24.0128558 35.5100706996905,24.013985 35.5101320996905)"
95471684,"LINESTRING(24.0128508 35.5104823996905,24.0139668 35.5104722996905)"
821506080,"LINESTRING(24.013985 35.5101320996905,24.0152045 35.5101992996905)"
22868549,"LINESTRING(24.0150619 35.5132234996907,24.0150837 35.5127670996907,24.0151033 35.5123563996907,24.0151268 35.5118636996906,24.0151493 35.5113937996906,24.015172 35.5109180996905,24.0152045 35.5101992996905,24.0152123 35.5101268996905,24.0152356 35.5097963996904,24.0152622 35.5093836996904,24.0152469 35.5084994996903,24.015271 35.5075362996902,24.0152843 35.5069169996902)"
821625467,"LINESTRING(24.0116377 35.5115578996906,24.0113924 35.5113631996905,24.0111163 35.5111497996905,24.0103625 35.5105671996905,24.0098819 35.5101861996905)"
823558226,"LINESTRING(24.0115614 35.5108094996905,24.0114308 35.5107915996905,24.011294 35.5107587996905,24.011243 35.5107260996905,24.0107173 35.5103592996905)"
96243159,"LINESTRING(24.0113924 35.5113631996905,24.0114712 35.5112792996905,24.0115614 35.5108094996905)"
744547436,"LINESTRING(24.011679 35.5113028996906,24.0116377 35.5115578996906)"
96243151,"LINESTRING(24.0128307 35.5115503996906,24.012677 35.5115524996906,24.0122505 35.5111024996906,24.0120157 35.5108227996905)"
823580603,"LINESTRING(24.0128307 35.5115503996906,24.012844 35.5108471996905)"
22868521,"LINESTRING(24.0128324 35.5118725996906,24.0128307 35.5115503996906)"
22997464,"LINESTRING(24.0128324 35.5118725996906,24.0139007 35.5119161996906)"
22877379,"LINESTRING(24.0111984 35.5132024996907,24.0113837 35.5125065996907,24.0116221 35.5116784996906,24.0116377 35.5115578996906)"
95474999,"LINESTRING(24.0121395 35.5118831996906,24.0119865 35.5120521996906,24.0116743 35.5132829996907)"
22868793,"LINESTRING(24.0090727 35.5128428996907,24.0091148 35.5128499996907,24.0097577 35.5129587996907,24.010579 35.5130976996907,24.0111984 35.5132024996907,24.0116743 35.5132829996907,24.0118799 35.5133176996907,24.0120085 35.5133394996907,24.0121395 35.5133615996907,24.0123416 35.5133957996907,24.0124455 35.5134133996907)"
275820053,"LINESTRING(24.0128512 35.5123242996906,24.0124915 35.5120969996906,24.0121395 35.5118831996906,24.0116377 35.5115578996906)"
95474992,"LINESTRING(24.0119865 35.5120521996906,24.0124466 35.5121461996906)"
22997544,"LINESTRING(24.0129964 35.5122830996906,24.0128324 35.5118725996906)"
22868474,"LINESTRING(24.0128512 35.5123242996906,24.0129191 35.5123046996906,24.0129964 35.5122830996906)"
95475006,"LINESTRING(24.0120085 35.5133394996907,24.0121734 35.5128793996907,24.0124466 35.5121461996906,24.0124915 35.5120969996906)"
22997339,"LINESTRING(24.0138225 35.5129878996907,24.0132318 35.5125807996907,24.0128512 35.5123242996906)"
821506081,"LINESTRING(24.013985 35.5101320996905,24.0139668 35.5104722996905,24.013952 35.5108812996905,24.013935 35.5113533996906,24.013926 35.5115010996906,24.0139062 35.5118258996906,24.0139007 35.5119161996906,24.0138648 35.5123054996906)"
22868624,"LINESTRING(24.0115614 35.5108094996905,24.0116683 35.5108126996905,24.0120157 35.5108227996905,24.0123481 35.5108325996905,24.012844 35.5108471996905,24.013952 35.5108812996905,24.015172 35.5109180996905,24.0163536 35.5109537996905,24.0175543 35.5109900996905)"
95471691,"LINESTRING(24.013926 35.5115010996906,24.0128307 35.5115503996906)"
22997480,"LINESTRING(24.0139062 35.5118258996906,24.0151268 35.5118636996906,24.0163124 35.5119002996906)"
22868737,"LINESTRING(24.0175147 35.5114724996906,24.0163315 35.5114330996906,24.0151493 35.5113937996906,24.013935 35.5113533996906)"
821503399,"LINESTRING(24.0129964 35.5122830996906,24.0138648 35.5123054996906)"
619133372,"LINESTRING(24.0138225 35.5129878996907,24.0138384 35.5127088996907,24.0138648 35.5123054996906)"
22868816,"LINESTRING(24.0138225 35.5129878996907,24.0137761 35.5131732996907,24.0137593 35.5132120996907)"
22868812,"LINESTRING(24.0141091 35.5131180996907,24.0137593 35.5132120996907)"
623127833,"LINESTRING(24.0138648 35.5123054996906,24.0151033 35.5123563996907,24.0163032 35.5124053996906)"
95471685,"LINESTRING(24.0161003 35.5134070996907,24.0154987 35.5132913996907,24.0150619 35.5132234996907,24.01491 35.5132086996907,24.014593 35.5131776996907,24.0141091 35.5131180996907,24.0140612 35.5131084996907,24.0139573 35.5130688996907,24.0138225 35.5129878996907)"
22877353,"LINESTRING(24.0065663 35.5136627996907,24.0069925 35.5133449996907)"
337781746,"LINESTRING(24.0078286 35.5135981996907,24.0070865 35.5133996996907)"
821137542,"LINESTRING(24.0070122 35.5133303996907,24.0070865 35.5133996996907,24.0075373 35.5138292996908,24.0079172 35.5141918996908)"
360993360,"LINESTRING(24.0091019 35.5158198996909,24.0090976 35.5157931996909,24.0090895 35.5157773996909,24.0090827 35.5157655996909,24.0090699 35.5157517996909,24.0090551 35.5157370996909,24.0088637 35.5155775996909,24.0083718 35.5151675996909,24.0083159 35.5151209996909,24.0080316 35.5148840996909,24.0078137 35.5147077996908,24.0073978 35.5143558996908,24.0071514 35.5141504996908,24.0065663 35.5136627996907,24.006225 35.5133783996907,24.0060115 35.5133186996907,24.005758 35.5132477996907,24.0057459 35.5132340996907,24.0057392 35.5132200996907,24.0057429 35.5132040996907)"
337781743,"LINESTRING(24.0071514 35.5141504996908,24.0075373 35.5138292996908,24.0078286 35.5135981996907,24.0078499 35.5135808996908,24.0082895 35.5132763996907,24.0088087 35.5128813996907)"
95474998,"LINESTRING(24.0079172 35.5141918996908,24.0079273 35.5141952996908,24.0079317 35.5141941996908,24.0079363 35.5141908996908,24.0079382 35.5141867996908,24.0081252 35.5136615996908)"
23134255,"LINESTRING(24.0088087 35.5128813996907,24.0087897 35.5130155996907,24.0086298 35.5133853996907,24.0084922 35.5137640996908,24.0082347 35.5144210996908,24.0081216 35.5144962996908,24.0078137 35.5147077996908)"
95475008,"LINESTRING(24.0101064 35.5139107996908,24.00971 35.5137414996908,24.0092294 35.5135663996908,24.0086298 35.5133853996907,24.0082895 35.5132763996907,24.0074581 35.5130007996907)"
337781751,"LINESTRING(24.0099463 35.5141514996908,24.0091144 35.5139297996908,24.0088862 35.5138681996908,24.0084922 35.5137640996908,24.0081252 35.5136615996908,24.0078499 35.5135808996908)"
